"";"Country";"Brand";"Month";"Gross.Sales";"Net.Sales";"Volume";"Mgmt_Sales";"Total_expenses";"Expense_A240";"Expense_B240";"Expense_D240";"Expense_Q240"
"8900";"Italy";"PROMACTA";2021-02-01;NA;NA;NA;NA;201310,456126975;141983,744231156;25746,1539481807;4912,11313743876;28668,4448101985
"8901";"Italy";"PROMACTA";2021-03-01;NA;NA;NA;NA;191687,779483361;115329,286751864;39021,5145777114;8014,50038213693;29322,4777716479
"8902";"Italy";"PROMACTA";2021-04-01;NA;NA;NA;NA;401371,911242084;158314,238613042;206044,041259721;6572,24708788542;30441,3842814363
"8903";"Italy";"PROMACTA";2021-05-01;NA;NA;NA;NA;260566,003113495;177071,242985142;46512,4616569759;7285,60484028591;29696,6936310906
"8904";"Italy";"PROMACTA";2021-06-01;NA;NA;NA;NA;284269,735475771;171567,425170463;75794,4475662838;5095,82703055321;31812,0357084712
"8905";"Italy";"PROMACTA";2021-07-01;NA;NA;NA;NA;187842,787206116;153589,119721772;-5095,01803851987;7965,92216853036;31382,7633543337
"8906";"Italy";"PROMACTA";2021-08-01;NA;NA;NA;NA;118653,696617044;102576,384858068;-9986,38399930963;6900,07979512962;19163,6159631558
"8907";"Italy";"PROMACTA";2021-09-01;NA;NA;NA;NA;331567,490357341;168718,488837029;128785,030766059;6814,32291749228;27249,6478367616
"8908";"Italy";"PROMACTA";2021-10-01;NA;NA;NA;NA;291622,506862903;165635,075191475;89746,9903757817;6738,11536014898;29502,3259354972
"8909";"Italy";"PROMACTA";2021-11-01;NA;NA;NA;NA;262546,902170994;163178,314342347;62320,564981339;6787,7871652593;30260,2356820488
"8910";"Italy";"PROMACTA";2021-12-01;NA;NA;NA;NA;258822,349502145;187313,183165689;35645,6999919179;6450,76363580269;29412,7027087348
"8911";"Italy";"PROMACTA";2022-01-01;NA;NA;NA;NA;192420,894841772;159796,723131952;100,570913860081;3964,16147933655;28559,4393166236
"8912";"Italy";"PROMACTA";2022-02-01;NA;NA;NA;NA;201310,456126975;141983,744231156;25746,1539481807;4912,11313743876;28668,4448101985
"8913";"Italy";"PROMACTA";2022-03-01;NA;NA;NA;NA;191687,779483361;115329,286751864;39021,5145777114;8014,50038213693;29322,4777716479
"8914";"Italy";"PROMACTA";2022-04-01;NA;NA;NA;NA;401371,911242084;158314,238613042;206044,041259721;6572,24708788542;30441,3842814363
"8915";"Italy";"PROMACTA";2022-05-01;NA;NA;NA;NA;260566,003113495;177071,242985142;46512,4616569759;7285,60484028591;29696,6936310906
"8916";"Italy";"PROMACTA";2022-06-01;NA;NA;NA;NA;284269,735475771;171567,425170463;75794,4475662838;5095,82703055321;31812,0357084712
"8917";"Italy";"PROMACTA";2022-07-01;NA;NA;NA;NA;187842,787206116;153589,119721772;-5095,01803851987;7965,92216853036;31382,7633543337
"8918";"Italy";"PROMACTA";2022-08-01;NA;NA;NA;NA;118653,696617044;102576,384858068;-9986,38399930963;6900,07979512962;19163,6159631558
"8919";"Italy";"PROMACTA";2022-09-01;NA;NA;NA;NA;331567,490357341;168718,488837029;128785,030766059;6814,32291749228;27249,6478367616
"8920";"Italy";"PROMACTA";2022-10-01;NA;NA;NA;NA;291622,506862903;165635,075191475;89746,9903757817;6738,11536014898;29502,3259354972
"8921";"Italy";"PROMACTA";2022-11-01;NA;NA;NA;NA;262546,902170994;163178,314342347;62320,564981339;6787,7871652593;30260,2356820488
"8922";"Italy";"PROMACTA";2022-12-01;NA;NA;NA;NA;258822,349502145;187313,183165689;35645,6999919179;6450,76363580269;29412,7027087348
"8923";"Italy";"SANDOSTATIN";2012-01-01;283089,54;190206,14;5664,5;190000;0;0;0;0;0
"8924";"Italy";"SANDOSTATIN";2012-02-01;314780,97;202524,19;6062;203000;0;0;0;0;0
"8925";"Italy";"SANDOSTATIN";2012-03-01;273619,69;185592,34;5471;185000;0;0;0;0;0
"8926";"Italy";"SANDOSTATIN";2012-04-01;267106,73;187837,27;5602,5;188000;0;0;0;0;0
"8927";"Italy";"SANDOSTATIN";2012-05-01;302179,95;194435,75;5928,75;195000;0;0;0;0;0
"8928";"Italy";"SANDOSTATIN";2012-06-01;213320,11;129677,1;4147,5;129000;0;0;0;0;0
"8929";"Italy";"SANDOSTATIN";2012-07-01;367988,94;234882,07;7301;235000;0;0;0;0;0
"8930";"Italy";"SANDOSTATIN";2012-08-01;232905,88;160982,61;4706;161000;0;0;0;0;0
"8931";"Italy";"SANDOSTATIN";2012-09-01;200647,95;120018,36;3792,75;120000;0;0;0;0;0
"8932";"Italy";"SANDOSTATIN";2012-10-01;305408,26;208220,72;6385,25;208000;0;0;0;0;0
"8933";"Italy";"SANDOSTATIN";2012-11-01;277205,27;172720,83;5920,25;173000;0;0;0;0;0
"8934";"Italy";"SANDOSTATIN";2012-12-01;191536,62;119926,48;3666,5;120000;0;0;0;0;0
"8935";"Italy";"SANDOSTATIN";2013-01-01;179093,46;98471,77;3136,25;98000;0;0;0;0;0
"8936";"Italy";"SANDOSTATIN";2013-02-01;164054,55;88335,53;2940,75;89000;0;0;0;0;0
"8937";"Italy";"SANDOSTATIN";2013-03-01;152137,99;88707,19;2712,25;89000;0;0;0;0;0
"8938";"Italy";"SANDOSTATIN";2013-04-01;166835,14;110008,07;3421,25;110000;0;0;0;0;0
"8939";"Italy";"SANDOSTATIN";2013-05-01;201173,41;130341,04;3942,75;130000;0;0;0;0;0
"8940";"Italy";"SANDOSTATIN";2013-06-01;180065,44;94408,5600000001;3159,5;94000;0;0;0;0;0
"8941";"Italy";"SANDOSTATIN";2013-07-01;340499,07;241519,95;7208,25;242000;0;0;0;0;0
"8942";"Italy";"SANDOSTATIN";2013-08-01;106750,84;37599,28;1873,75;37400;0;0;0;0;0
"8943";"Italy";"SANDOSTATIN";2013-09-01;293586,92;202687,95;5463,25;202700;0;0;0;0;0
"8944";"Italy";"SANDOSTATIN";2013-10-01;155535,77;100919,63;2950,5;100900;0;0;0;0;0
"8945";"Italy";"SANDOSTATIN";2013-11-01;153992,5;100177,67;3132;100200;0;0;0;0;0
"8946";"Italy";"SANDOSTATIN";2013-12-01;131176,26;81884,59;2372;81899,9999999999;0;0;0;0;0
"8947";"Italy";"SANDOSTATIN";2014-01-01;219765,89;155883,98;4596;155900;0;0;0;0;0
"8948";"Italy";"SANDOSTATIN";2014-02-01;107300,95;62282,04;1879,75;62300;0;0;0;0;0
"8949";"Italy";"SANDOSTATIN";2014-03-01;133355,12;79269,77;2448,25;79200;0;0;0;0;0
"8950";"Italy";"SANDOSTATIN";2014-04-01;120589,43;76861,14;2301,5;76900;0;0;0;0;0
"8951";"Italy";"SANDOSTATIN";2014-05-01;245241,13;158403,49;3991,5;158400;0;0;0;0;0
"8952";"Italy";"SANDOSTATIN";2014-06-01;150933,8;98064,93;2974;98099,9999999999;0;0;0;0;0
"8953";"Italy";"SANDOSTATIN";2014-07-01;156424,93;87787,97;2627,75;87800,0000000001;0;0;0;0;0
"8954";"Italy";"SANDOSTATIN";2014-08-01;129236,26;71329,95;2145,25;71300;0;0;0;0;0
"8955";"Italy";"SANDOSTATIN";2014-09-01;154689,94;126891,26;3011,75;126900;0;0;0;0;0
"8956";"Italy";"SANDOSTATIN";2014-10-01;174218,62;91283,19;3674,5;91300,0000000001;0;0;0;0;0
"8957";"Italy";"SANDOSTATIN";2014-11-01;71265,35;38212,56;1390;38199,9999999999;0;0;0;0;0
"8958";"Italy";"SANDOSTATIN";2014-12-01;77356,98;36232,6;898,25;36200;0;0;0;0;0
"8959";"Italy";"SANDOSTATIN";2015-01-01;144810,54;99915,99;3134,5;99900;0;0;0;0;0
"8960";"Italy";"SANDOSTATIN";2015-02-01;92288,79;31507,71;977;31500;0;0;0;0;0
"8961";"Italy";"SANDOSTATIN";2015-03-01;97543,24;42601,52;1545,5;42600;0;0;0;0;0
"8962";"Italy";"SANDOSTATIN";2015-04-01;117140,25;56507,1;1766,5;56500;0;0;0;0;0
"8963";"Italy";"SANDOSTATIN";2015-05-01;151358,4;121143,15;3216,75;121200;0;0;0;0;0
"8964";"Italy";"SANDOSTATIN";2015-06-01;80935;43515,3;1403,5;43500;0;0;0;0;0
"8965";"Italy";"SANDOSTATIN";2015-07-01;99011,97;57502,76;1662,5;57500;19800;0;19800;0;0
"8966";"Italy";"SANDOSTATIN";2015-08-01;49831,5;37646,56;866,25;37600;0;0;0;0;0
"8967";"Italy";"SANDOSTATIN";2015-09-01;71142,4;56792,85;1318,25;56800;11400;0;11400;0;0
"8968";"Italy";"SANDOSTATIN";2015-10-01;102043;67671,98;1933;67699,9999999999;800,000000000001;0;800,000000000001;0;0
"8969";"Italy";"SANDOSTATIN";2015-11-01;54796;35446,01;968,5;35500;2600;0;2600;0;0
"8970";"Italy";"SANDOSTATIN";2015-12-01;51207,35;32315,78;934,75;32300,0000000001;0;0;0;0;0
"8971";"Italy";"SANDOSTATIN";2016-01-01;105046,45;75551,06;2037,25;75600;600;0;600;0;0
"8972";"Italy";"SANDOSTATIN";2016-02-01;60707,28;12834,94;579;12800;0;0;0;0;0
"8973";"Italy";"SANDOSTATIN";2016-03-01;62574,81;33377,63;999,5;33400;0;0;0;0;0
"8974";"Italy";"SANDOSTATIN";2016-04-01;61364,52;33507,69;1030,75;33500;0;0;0;0;0
"8975";"Italy";"SANDOSTATIN";2016-05-01;51409,87;25817,12;873,75;25800;0;0;0;0;0
"8976";"Italy";"SANDOSTATIN";2016-06-01;110314,04;89218,5;2455,5;89200;0;0;0;0;0
"8977";"Italy";"SANDOSTATIN";2016-07-01;43247,49;26317,16;751,75;26300;0;0;0;0;0
"8978";"Italy";"SANDOSTATIN";2016-08-01;23562,7;13009,85;408,5;13000;0;0;0;0;0
"8979";"Italy";"SANDOSTATIN";2016-09-01;30222,06;16977,64;553,75;17000;0;0;0;0;0
"8980";"Italy";"SANDOSTATIN";2016-10-01;125020,62;109190,38;2952,25;109200;0;0;0;0;0
"8981";"Italy";"SANDOSTATIN";2016-11-01;40442,63;24114,16;680,25;24100;0;0;0;0;0
"8982";"Italy";"SANDOSTATIN";2016-12-01;33720,44;25411,88;580,5;25400;0;0;0;0;0
"8983";"Italy";"SANDOSTATIN";2017-01-01;36589,69;15991,24;488,25;16000;0;0;0;0;0
"8984";"Italy";"SANDOSTATIN";2017-02-01;40275,12;20487,95;718,75;20500;0;0;0;0;0
"8985";"Italy";"SANDOSTATIN";2017-03-01;30451,52;19162,71;495,25;19100;0;0;0;0;0
"8986";"Italy";"SANDOSTATIN";2017-04-01;46820,2;24882,55;791,25;24900;0;0;0;0;0
"8987";"Italy";"SANDOSTATIN";2017-05-01;45817,72;26912,71;784,75;26900;0;0;0;0;0
"8988";"Italy";"SANDOSTATIN";2017-06-01;40576,81;21216,91;679;21300;0;0;0;0;0
"8989";"Italy";"SANDOSTATIN";2017-07-01;38368,7;18278,51;620,25;18200;0;0;0;0;0
"8990";"Italy";"SANDOSTATIN";2017-08-01;25523,54;13070,47;438,25;13100;0;0;0;0;0
"8991";"Italy";"SANDOSTATIN";2017-09-01;18296,04;-10520,05;108,75;-10500;7200;0;7200;0;0
"8992";"Italy";"SANDOSTATIN";2017-10-01;36768,63;21108,56;675,5;21100;0;0;0;0;0
"8993";"Italy";"SANDOSTATIN";2017-11-01;24809,13;12838,03;500,5;12800;0;0;0;0;0
"8994";"Italy";"SANDOSTATIN";2017-12-01;14833,03;9251,78;335;9299,99999999998;0;0;0;0;0
"8995";"Italy";"SANDOSTATIN";2018-01-01;29371,77;10290,8;472,25;10290,8;0;0;0;0;0
"8996";"Italy";"SANDOSTATIN";2018-02-01;23129,23;2218,59;336,75;2218,59;0;0;0;0;0
"8997";"Italy";"SANDOSTATIN";2018-03-01;27560,15;12825,42;431,5;12825,42;0;0;0;0;0
"8998";"Italy";"SANDOSTATIN";2018-04-01;22135,83;10391,35;338,75;10391,351;0;0;0;0;0
"8999";"Italy";"SANDOSTATIN";2018-05-01;36899,18;19692,4;540,5;19692,399;0;0;0;0;0
"9000";"Italy";"SANDOSTATIN";2018-06-01;34445,54;18267,78;529,25;18314,58;0;0;0;0;0
"9001";"Italy";"SANDOSTATIN";2018-07-01;35976,63;13365,16;476;13365,159;0;0;0;0;0
"9002";"Italy";"SANDOSTATIN";2018-08-01;16316,38;9140,28;308,5;9140,281;0;0;0;0;0
"9003";"Italy";"SANDOSTATIN";2018-09-01;21931,55;-284,55;268,75;4774,181;0;0;0;0;0
"9004";"Italy";"SANDOSTATIN";2018-10-01;31308,61;15580,69;485,75;15580,69;0;0;0;0;0
"9005";"Italy";"SANDOSTATIN";2018-11-01;17901,17;8401,3;328;8401,298;0;0;0;0;0
"9006";"Italy";"SANDOSTATIN";2018-12-01;28079,15;14259,95;425,5;14259,951;0;0;0;0;0
"9007";"Italy";"SANDOSTATIN";2019-01-01;21978,62;8031,27;315,5;8031,27;0;0;0;0;0
"9008";"Italy";"SANDOSTATIN";2019-02-01;33242,49;9734,63;496,25;10002,21;0;0;0;0;0
"9009";"Italy";"SANDOSTATIN";2019-03-01;28450,44;11799,6;398,5;11717,51;0;0;0;0;0
"9010";"Italy";"SANDOSTATIN";2019-04-01;17897,93;7770,9;245,75;7770,9;0;0;0;0;0
"9011";"Italy";"SANDOSTATIN";2019-05-01;NA;NA;NA;NA;0;0;0;0;0
"9012";"Italy";"SANDOSTATIN";2019-06-01;NA;NA;NA;NA;0;0;0;0;0
"9013";"Italy";"SANDOSTATIN";2019-07-01;NA;NA;NA;NA;0;0;0;0;0
"9014";"Italy";"SANDOSTATIN";2019-08-01;NA;NA;NA;NA;0;0;0;0;0
"9015";"Italy";"SANDOSTATIN";2019-09-01;NA;NA;NA;NA;0;0;0;0;0
"9016";"Italy";"SANDOSTATIN";2019-10-01;NA;NA;NA;NA;0;0;0;0;0
"9017";"Italy";"SANDOSTATIN";2019-11-01;NA;NA;NA;NA;0;0;0;0;0
"9018";"Italy";"SANDOSTATIN";2019-12-01;NA;NA;NA;NA;0;0;0;0;0
"9019";"Italy";"SANDOSTATIN";2020-01-01;NA;NA;NA;NA;0;0;0;0;0
"9020";"Italy";"SANDOSTATIN";2020-02-01;NA;NA;NA;NA;0;0;0;0;0
"9021";"Italy";"SANDOSTATIN";2020-03-01;NA;NA;NA;NA;0;0;0;0;0
"9022";"Italy";"SANDOSTATIN";2020-04-01;NA;NA;NA;NA;0;0;0;0;0
"9023";"Italy";"SANDOSTATIN";2020-05-01;NA;NA;NA;NA;0;0;0;0;0
"9024";"Italy";"SANDOSTATIN";2020-06-01;NA;NA;NA;NA;0;0;0;0;0
"9025";"Italy";"SANDOSTATIN";2020-07-01;NA;NA;NA;NA;0;0;0;0;0
"9026";"Italy";"SANDOSTATIN";2020-08-01;NA;NA;NA;NA;0;0;0;0;0
"9027";"Italy";"SANDOSTATIN";2020-09-01;NA;NA;NA;NA;0;0;0;0;0
"9028";"Italy";"SANDOSTATIN";2020-10-01;NA;NA;NA;NA;0;0;0;0;0
"9029";"Italy";"SANDOSTATIN";2020-11-01;NA;NA;NA;NA;0;0;0;0;0
"9030";"Italy";"SANDOSTATIN";2020-12-01;NA;NA;NA;NA;0;0;0;0;0
"9031";"Italy";"SANDOSTATIN";2021-01-01;NA;NA;NA;NA;0;0;0;0;0
"9032";"Italy";"SANDOSTATIN";2021-02-01;NA;NA;NA;NA;0;0;0;0;0
"9033";"Italy";"SANDOSTATIN";2021-03-01;NA;NA;NA;NA;0;0;0;0;0
"9034";"Italy";"SANDOSTATIN";2021-04-01;NA;NA;NA;NA;0;0;0;0;0
"9035";"Italy";"SANDOSTATIN";2021-05-01;NA;NA;NA;NA;0;0;0;0;0
"9036";"Italy";"SANDOSTATIN";2021-06-01;NA;NA;NA;NA;0;0;0;0;0
"9037";"Italy";"SANDOSTATIN";2021-07-01;NA;NA;NA;NA;0;0;0;0;0
"9038";"Italy";"SANDOSTATIN";2021-08-01;NA;NA;NA;NA;0;0;0;0;0
"9039";"Italy";"SANDOSTATIN";2021-09-01;NA;NA;NA;NA;0;0;0;0;0
"9040";"Italy";"SANDOSTATIN";2021-10-01;NA;NA;NA;NA;0;0;0;0;0
"9041";"Italy";"SANDOSTATIN";2021-11-01;NA;NA;NA;NA;0;0;0;0;0
"9042";"Italy";"SANDOSTATIN";2021-12-01;NA;NA;NA;NA;0;0;0;0;0
"9043";"Italy";"SANDOSTATIN";2022-01-01;NA;NA;NA;NA;0;0;0;0;0
"9044";"Italy";"SANDOSTATIN";2022-02-01;NA;NA;NA;NA;0;0;0;0;0
"9045";"Italy";"SANDOSTATIN";2022-03-01;NA;NA;NA;NA;0;0;0;0;0
"9046";"Italy";"SANDOSTATIN";2022-04-01;NA;NA;NA;NA;0;0;0;0;0
"9047";"Italy";"SANDOSTATIN";2022-05-01;NA;NA;NA;NA;0;0;0;0;0
"9048";"Italy";"SANDOSTATIN";2022-06-01;NA;NA;NA;NA;0;0;0;0;0
"9049";"Italy";"SANDOSTATIN";2022-07-01;NA;NA;NA;NA;0;0;0;0;0
"9050";"Italy";"SANDOSTATIN";2022-08-01;NA;NA;NA;NA;0;0;0;0;0
"9051";"Italy";"SANDOSTATIN";2022-09-01;NA;NA;NA;NA;0;0;0;0;0
"9052";"Italy";"SANDOSTATIN";2022-10-01;NA;NA;NA;NA;0;0;0;0;0
"9053";"Italy";"SANDOSTATIN";2022-11-01;NA;NA;NA;NA;0;0;0;0;0
"9054";"Italy";"SANDOSTATIN";2022-12-01;NA;NA;NA;NA;0;0;0;0;0
"9055";"Italy";"SANDOSTATIN LAR";2012-01-01;4489018,59;3616561,88;143190;3604000;381000;307000;74000;0;0
"9056";"Italy";"SANDOSTATIN LAR";2012-02-01;5535188,95000001;4643686,41;188870;4627000;359000;312000;47000;0;0
"9057";"Italy";"SANDOSTATIN LAR";2012-03-01;4748849,46000001;3929879,63;152760;3983000;462000;333000;129000;0;0
"9058";"Italy";"SANDOSTATIN LAR";2012-04-01;5184027,41000001;4649801,91;170020;4614000;325000;296000;29000;0;0
"9059";"Italy";"SANDOSTATIN LAR";2012-05-01;5593491,83;4758686,59;166000;4623000;514000;280000;234000;0;0
"9060";"Italy";"SANDOSTATIN LAR";2012-06-01;5000713,85000001;4148490,89;166660;4198000;352000;299000;53000;0;0
"9061";"Italy";"SANDOSTATIN LAR";2012-07-01;5362269,92000001;4263836,79;165370;4265000;400000;310000;90000;0;0
"9062";"Italy";"SANDOSTATIN LAR";2012-08-01;3394852,65;2784846,13;111530;2848000;249000;217000;32000;0;0
"9063";"Italy";"SANDOSTATIN LAR";2012-09-01;3964025,6;3244880,02999999;136810;2297000;469000;334000;135000;0;0
"9064";"Italy";"SANDOSTATIN LAR";2012-10-01;5030224,55000001;4107479;164790;3640000;459000;330000;129000;0;0
"9065";"Italy";"SANDOSTATIN LAR";2012-11-01;4332104,48000001;3513639,51;144320;3884000;455000;306000;149000;0;0
"9066";"Italy";"SANDOSTATIN LAR";2012-12-01;4084274,66;3486701,18;142650;3287000;530000;359000;171000;0;0
"9067";"Italy";"SANDOSTATIN LAR";2013-01-01;5044395,15000001;3909429,67;152770;3753000;360000;313000;47000;0;0
"9068";"Italy";"SANDOSTATIN LAR";2013-02-01;5008237,99000001;4087150,26;167700;3967000;342000;301000;41000;0;0
"9069";"Italy";"SANDOSTATIN LAR";2013-03-01;4599266,44;3889667,68;152270;3734000;373000;324000;49000;0;0
"9070";"Italy";"SANDOSTATIN LAR";2013-04-01;4385287,95000001;3532563,54;143080;5677000;500000;460000;40000;0;0
"9071";"Italy";"SANDOSTATIN LAR";2013-05-01;6094862,36000002;4941307,26;205280;2545000;345000;219000;126000;0;0
"9072";"Italy";"SANDOSTATIN LAR";2013-06-01;4889029,65;3762769,59;146160;3664000;288000;281000;7000;0;0
"9073";"Italy";"SANDOSTATIN LAR";2013-07-01;5916955,13000001;4829778,87;190750;4769000;329000;302000;27000;0;0
"9074";"Italy";"SANDOSTATIN LAR";2013-08-01;3547276,06;3004465,59;125960;2928000;200500;196900;3600,00000000002;0;0
"9075";"Italy";"SANDOSTATIN LAR";2013-09-01;4277651,62;3492292,32;157760;3372800;349200;289500;59700;0;0
"9076";"Italy";"SANDOSTATIN LAR";2013-10-01;6315075,11000001;5769203,54000001;216250;5656300;338700;282000;56700;0;0
"9077";"Italy";"SANDOSTATIN LAR";2013-11-01;4088514,49000001;3316453,87;133910;3234000;328100;252600;75500;0;0
"9078";"Italy";"SANDOSTATIN LAR";2013-12-01;3198686,43;2630159,93;101110;2495500;350300;261400;88900;0;0
"9079";"Italy";"SANDOSTATIN LAR";2014-01-01;5905868,68000001;4712174,02000001;191570;4548800;273300;273800;-500;0;0
"9080";"Italy";"SANDOSTATIN LAR";2014-02-01;3786231,59000001;3074663,2;124920;2926900;351500;303500;48000;0;0
"9081";"Italy";"SANDOSTATIN LAR";2014-03-01;5523165,30000001;4379495,06;193870;4274500;348000;306700;41300;0;0
"9082";"Italy";"SANDOSTATIN LAR";2014-04-01;4877530,99000001;4057001,51;161780;3925500;465600;317300;148300;0;0
"9083";"Italy";"SANDOSTATIN LAR";2014-05-01;5487212,34000001;4567669,2;180230;4430700;308700;207200;101500;0;0
"9084";"Italy";"SANDOSTATIN LAR";2014-06-01;4016706,63000001;3159524,82;127050;2989300;271900;205200;66700;0;0
"9085";"Italy";"SANDOSTATIN LAR";2014-07-01;6848403,22000001;5637581,47;231090;5269400;254600;176300;78300;0;0
"9086";"Italy";"SANDOSTATIN LAR";2014-08-01;3134891,87;2587091,49;98670;2393600;129200;122600;6599,99999999997;0;0
"9087";"Italy";"SANDOSTATIN LAR";2014-09-01;4850573,20000001;4016209,93;166080;3827300;240000;190900;49100;0;0
"9088";"Italy";"SANDOSTATIN LAR";2014-10-01;4388264,04;3461121,39;134210;3284900,00000001;321100;264000;57100;0;0
"9089";"Italy";"SANDOSTATIN LAR";2014-11-01;4575351,93;4472627,05;162210;4387700;365000;224800;140200;0;0
"9090";"Italy";"SANDOSTATIN LAR";2014-12-01;4737768,62;3773814,02;156980;3634699,99999999;220800;189000;31800;0;0
"9091";"Italy";"SANDOSTATIN LAR";2015-01-01;5528004,65;4460898,93;193110;4437200;208100;190800;17300;0;0
"9092";"Italy";"SANDOSTATIN LAR";2015-02-01;4633246,02000001;3821653,1;141850;3704700;222200;202400;19800;0;0
"9093";"Italy";"SANDOSTATIN LAR";2015-03-01;4968584,62;4047868,26;157030;3907400;173500;103600;69900;0;0
"9094";"Italy";"SANDOSTATIN LAR";2015-04-01;4992128,54;4255661,66;165200;4214300;354900;245200;109700;0;0
"9095";"Italy";"SANDOSTATIN LAR";2015-05-01;5056782,29;4121569,8;167400;4071800;353900;214000;139900;0;0
"9096";"Italy";"SANDOSTATIN LAR";2015-06-01;6086129,88;4925629,54;194980;4753100;371300;336400;34900;0;0
"9097";"Italy";"SANDOSTATIN LAR";2015-07-01;6898064,89000001;5700672,33000001;226010;5547600;321700;309500;12200;0;0
"9098";"Italy";"SANDOSTATIN LAR";2015-08-01;2778421,5;2212508,42;89550;2120400;221500;216600;4900,00000000003;0;0
"9099";"Italy";"SANDOSTATIN LAR";2015-09-01;4618067,52;3968398,12;149940;3858700;285400;256900;28500;0;0
"9100";"Italy";"SANDOSTATIN LAR";2015-10-01;5133519,74;4054283,61;160230;3943800;356100;306000;50100;0;0
"9101";"Italy";"SANDOSTATIN LAR";2015-11-01;5086876,79;4116105,41;159880;4053100,00000001;378400;312300;66100;0;0
"9102";"Italy";"SANDOSTATIN LAR";2015-12-01;4596600,3;3806381,57000001;154310;3709900;309500;294100;15400,0000000001;0;0
"9103";"Italy";"SANDOSTATIN LAR";2016-01-01;5238169,09;4009365,53;154120;3950300;345500;265200;27700;19900;32700
"9104";"Italy";"SANDOSTATIN LAR";2016-02-01;4636070,64;3755807,68;150650;3655800;470400;259500;130500;56600;23800
"9105";"Italy";"SANDOSTATIN LAR";2016-03-01;5468278,58;4184136,37;166040;4136400;254600;248300;46500;-80900;40700
"9106";"Italy";"SANDOSTATIN LAR";2016-04-01;4047842,78;3309912,09999999;134790;3405800;494800;272600;183300;9100;29800
"9107";"Italy";"SANDOSTATIN LAR";2016-05-01;4578595,26;3654954,69999999;142840;3673500;398300;264900;116700;-5600;22300
"9108";"Italy";"SANDOSTATIN LAR";2016-06-01;6274284,16;4899053,05999999;204410;4889900;353400;255200;83300;-100;15000
"9109";"Italy";"SANDOSTATIN LAR";2016-07-01;5852969,98000001;4765152,15999999;193760;4820100;361000;264400;65300;14600;16700
"9110";"Italy";"SANDOSTATIN LAR";2016-08-01;3002762,69;2558901,15;105120;2465800;168600;157600;6000;-4900;9900,00000000001
"9111";"Italy";"SANDOSTATIN LAR";2016-09-01;4699179,55000001;3860575,73999999;159880;3869900;320200;236600;34100;37300;12200
"9112";"Italy";"SANDOSTATIN LAR";2016-10-01;4790536,93000001;3554879,63999999;143160;3542500;357800;264200;79400;-3100;17300
"9113";"Italy";"SANDOSTATIN LAR";2016-11-01;5809489,60000001;4762520,92;196360;4820000;377300;275800;61300,0000000001;16200;24000
"9114";"Italy";"SANDOSTATIN LAR";2016-12-01;3391961,42;2804113,35;113650;2705800;408100;286700;93300;19500;8599,99999999999
"9115";"Italy";"SANDOSTATIN LAR";2017-01-01;4970263,32000002;3732255,19999999;161710;3625600;281400;230600;27400;1400;22000
"9116";"Italy";"SANDOSTATIN LAR";2017-02-01;4994100,87;3777145,81999999;159690;3926000;442600;225700;188500;11900;16500
"9117";"Italy";"SANDOSTATIN LAR";2017-03-01;5165281,93000001;3893995,35000001;163710;3406000;280600;198500;81700;-23700;24100
"9118";"Italy";"SANDOSTATIN LAR";2017-04-01;3884922,71;2887646,39;127610;3164200;392200;243700;109000;14800;24700
"9119";"Italy";"SANDOSTATIN LAR";2017-05-01;5529253,25000001;4190923,48;176740;4045600;340800;252900;47600;12300;28000
"9120";"Italy";"SANDOSTATIN LAR";2017-06-01;5897212,71;4309871,77;177750;4057000;351300;238600;100000;-7800;20500
"9121";"Italy";"SANDOSTATIN LAR";2017-07-01;5147918,00000001;4022035,75000001;172080;3911700;395900;266400;33300;74000;22200
"9122";"Italy";"SANDOSTATIN LAR";2017-08-01;2567704,43;1873840,21;82120;1795900;186700;158600;10500;9000;8599,99999999999
"9123";"Italy";"SANDOSTATIN LAR";2017-09-01;4630432,71000001;3779106;152130;3696500;410800;267800;91400;27300;24300
"9124";"Italy";"SANDOSTATIN LAR";2017-10-01;4938296,79000001;3985935,13000001;165630;3881900;481100;268300;157500;36400;18900
"9125";"Italy";"SANDOSTATIN LAR";2017-11-01;4371633,45000001;3489205,91;145250;3166100;520200;294200;206400;-2000;21600
"9126";"Italy";"SANDOSTATIN LAR";2017-12-01;4038974,96;3655264,75;134770;3489200;585900;284600;238000;41800;21500
"9127";"Italy";"SANDOSTATIN LAR";2018-01-01;6319440,84000001;4518522,29;196560;4557097,523;312600;325200;29500;-60900;18800
"9128";"Italy";"SANDOSTATIN LAR";2018-02-01;3942029,30999999;2514024,26000001;111570;2535649,062;487700;301300;154700;14000;17700
"9129";"Italy";"SANDOSTATIN LAR";2018-03-01;5256011,56999999;3822074,94000001;167840;3841824,404;508900;296800;184400;6200;21500
"9130";"Italy";"SANDOSTATIN LAR";2018-04-01;3991356,59999999;2785862,16;127990;1840592,489;489400;306900;153100;1900,00000000001;27500
"9131";"Italy";"SANDOSTATIN LAR";2018-05-01;4924671,85999999;3603356,18000001;162400;2364922,606;649700;318000;297900;10300;23500
"9132";"Italy";"SANDOSTATIN LAR";2018-06-01;6089583,20000001;4328939,97;187210;3441856,265;486000;325400;139100;-3500;25000
"9133";"Italy";"SANDOSTATIN LAR";2018-07-01;5342521,74999999;3614068,7;151270;3718238,387;402900;278200;87099,9999999999;12700;24900
